time,bits_transferred_megabits
09-06-05 8:35,7809.258402
09-06-05 8:40,8077.040173
09-06-05 8:45,7559.866526
09-06-05 8:50,8204.726796
09-06-05 8:55,7742.964739
09-06-05 9:00,7655.016212
09-06-05 9:05,7721.560199
09-06-05 9:10,7569.752171
09-06-05 9:15,7486.06142
09-06-05 9:20,7731.718983
09-06-05 9:25,7797.89331
09-06-05 9:30,8092.031093
09-06-05 9:35,7542.85338
09-06-05 9:40,7775.382152
09-06-05 9:45,7985.86529
09-06-05 9:50,7722.894743
09-06-05 9:55,7620.929519
09-06-05 10:00,7501.360862
09-06-05 10:05,7531.371006
09-06-05 10:10,7559.096005
09-06-05 10:15,7550.974521
09-06-05 10:20,7580.1351
09-06-05 10:25,7497.737248
09-06-05 10:30,7646.384391
09-06-05 10:35,7468.617607
09-06-05 10:40,7456.203469
09-06-05 10:45,7211.641199
09-06-05 10:50,7445.776939
09-06-05 10:55,7492.246402
09-06-05 11:00,7635.368681
09-06-05 11:05,7668.134758
09-06-05 11:10,7377.808295
09-06-05 11:15,7683.355485
09-06-05 11:20,7647.400803
09-06-05 11:25,7810.639888
09-06-05 11:30,8084.807178
09-06-05 11:35,7667.984719
09-06-05 11:40,7735.982597
09-06-05 11:45,7953.187449
09-06-05 11:50,7952.26873
09-06-05 11:55,8008.333668
09-06-05 12:00,7800.862393
09-06-05 12:05,7544.434295
09-06-05 12:10,7624.791238
09-06-05 12:15,8031.205787
09-06-05 12:20,7791.920641
09-06-05 12:25,7864.202093
09-06-05 12:30,8068.153168
09-06-05 12:35,7941.672624
09-06-05 12:40,7967.325546
09-06-05 12:45,7867.328461
09-06-05 12:50,7749.248801
09-06-05 12:55,7589.374258
09-06-05 13:00,7537.728461
09-06-05 13:05,7591.86119
09-06-05 13:10,7501.747021
09-06-05 13:15,7566.653228
09-06-05 13:20,8203.073497
09-06-05 13:25,8246.435919
09-06-05 13:30,7699.808033
09-06-05 13:35,7757.099184
09-06-05 13:40,7432.858208
09-06-05 13:45,7587.964602
09-06-05 13:50,7272.188505
09-06-05 13:55,7368.035894
09-06-05 14:00,7455.111824
09-06-05 14:05,7586.867484
09-06-05 14:10,7322.819098
09-06-05 14:15,7318.029134
09-06-05 14:20,7496.737232
09-06-05 14:25,7119.415647
09-06-05 14:30,6720.709835
09-06-05 14:35,6773.261059
09-06-05 14:40,6865.92517
09-06-05 14:45,6693.310318
09-06-05 14:50,6757.31846
09-06-05 14:55,6887.336019
09-06-05 15:00,6737.55623
09-06-05 15:05,6388.483998
09-06-05 15:10,6437.59866
09-06-05 15:15,6006.086789
09-06-05 15:20,5909.718283
09-06-05 15:25,6037.16913
09-06-05 15:30,5949.643442
09-06-05 15:35,5800.742834
09-06-05 15:40,5744.799048
09-06-05 15:45,5381.926855
09-06-05 15:50,5272.957332
09-06-05 15:55,5112.487816
09-06-05 16:00,4963.472742
09-06-05 16:05,4916.077788
09-06-05 16:10,4752.640394
09-06-05 16:15,4679.8227
09-06-05 16:20,4690.364546
09-06-05 16:25,4504.472736
09-06-05 16:30,4463.297564
09-06-05 16:35,4243.095675
09-06-05 16:40,4188.612905
09-06-05 16:45,4029.939999
09-06-05 16:50,4054.977374
09-06-05 16:55,4039.312896
09-06-05 17:00,4034.823633
09-06-05 17:05,4008.471778
09-06-05 17:10,4032.82288
09-06-05 17:15,3938.855788
09-06-05 17:20,3776.919871
09-06-05 17:25,3763.946693
09-06-05 17:30,3765.778589
09-06-05 17:35,3873.340327
09-06-05 17:40,4058.003893
09-06-05 17:45,3942.012272
09-06-05 17:50,3849.625167
09-06-05 17:55,3740.328887
09-06-05 18:00,3647.47905
09-06-05 18:05,3728.142949
09-06-05 18:10,3852.710331
09-06-05 18:15,3817.851434
09-06-05 18:20,3786.495491
09-06-05 18:25,3685.195583
09-06-05 18:30,3676.161836
09-06-05 18:35,3630.622059
09-06-05 18:40,3756.282418
09-06-05 18:45,3717.20558
09-06-05 18:50,3718.276249
09-06-05 18:55,3799.442848
09-06-05 19:00,3750.96791
09-06-05 19:05,3752.327018
09-06-05 19:10,3950.267674
09-06-05 19:15,3821.287492
09-06-05 19:20,3671.631458
09-06-05 19:25,3706.0243
09-06-05 19:30,3636.733565
09-06-05 19:35,3545.718014
09-06-05 19:40,3470.918602
09-06-05 19:45,3324.209315
09-06-05 19:50,3291.026551
09-06-05 19:55,3506.129655
09-06-05 20:00,3291.109055
09-06-05 20:05,3159.208417
09-06-05 20:10,3183.847876
09-06-05 20:15,3167.892998
09-06-05 20:20,3035.478579
09-06-05 20:25,2942.17333
09-06-05 20:30,2932.0422
09-06-05 20:35,3037.909498
09-06-05 20:40,2945.016732
09-06-05 20:45,2784.011418
09-06-05 20:50,2777.695763
09-06-05 20:55,2739.425706
09-06-05 21:00,2694.480889
09-06-05 21:05,2684.085702
09-06-05 21:10,2648.325426
09-06-05 21:15,2515.918346
09-06-05 21:20,2450.486568
09-06-05 21:25,2420.085884
09-06-05 21:30,2314.834887
09-06-05 21:35,2369.855446
09-06-05 21:40,2417.483269
09-06-05 21:45,2292.948294
09-06-05 21:50,2360.489831
09-06-05 21:55,2348.839068
09-06-05 22:00,2221.341385
09-06-05 22:05,2396.86555
09-06-05 22:10,2277.901064
09-06-05 22:15,2211.760997
09-06-05 22:20,2210.036224
09-06-05 22:25,2135.376854
09-06-05 22:30,2049.753417
09-06-05 22:35,2134.895089
09-06-05 22:40,2089.640771
09-06-05 22:45,2039.465065
09-06-05 22:50,2064.332465
09-06-05 22:55,2141.546361
09-06-05 23:00,2024.180305
09-06-05 23:05,2258.184548
09-06-05 23:10,2066.019711
09-06-05 23:15,1984.647199
09-06-05 23:20,1875.430657
09-06-05 23:25,1888.966277
09-06-05 23:30,1698.981794
09-06-05 23:35,1728.2498
09-06-05 23:40,1719.818201
09-06-05 23:45,1662.123497
09-06-05 23:50,1596.112907
09-06-05 23:55,1573.939489
10-06-05 0:00,1585.77926
10-06-05 0:05,1667.158252
10-06-05 0:10,1600.545386
10-06-05 0:15,1633.389278
10-06-05 0:20,1519.015268
10-06-05 0:25,1516.544255
10-06-05 0:30,1538.308852
10-06-05 0:35,1564.089352
10-06-05 0:40,1511.33889
10-06-05 0:45,1500.214496
10-06-05 0:50,1524.172265
10-06-05 0:55,1451.856657
10-06-05 1:00,1509.432085
10-06-05 1:05,1568.998166
10-06-05 1:10,1473.464285
10-06-05 1:15,1408.884993
10-06-05 1:20,1413.759621
10-06-05 1:25,1465.706483
10-06-05 1:30,1534.503667
10-06-05 1:35,1474.414422
10-06-05 1:40,1444.492904
10-06-05 1:45,1460.098374
10-06-05 1:50,1437.797339
10-06-05 1:55,1387.377136
10-06-05 2:00,1565.341611
10-06-05 2:05,1559.867379
10-06-05 2:10,1457.573981
10-06-05 2:15,1439.068144
10-06-05 2:20,1444.173686
10-06-05 2:25,1340.526034
10-06-05 2:30,1415.753616
10-06-05 2:35,1440.993126
10-06-05 2:40,1500.866433
10-06-05 2:45,1462.627758
10-06-05 2:50,1644.107495
10-06-05 2:55,1619.71011
10-06-05 3:00,1736.152039
10-06-05 3:05,1538.42517
10-06-05 3:10,1395.77134
10-06-05 3:15,1423.090023
10-06-05 3:20,1547.389853
10-06-05 3:25,1757.204268
10-06-05 3:30,2374.902715
10-06-05 3:35,1701.330427
10-06-05 3:40,1579.570033
10-06-05 3:45,1742.051244
10-06-05 3:50,1524.802256
10-06-05 3:55,1594.253462
10-06-05 4:00,1749.961268
10-06-05 4:05,1729.493531
10-06-05 4:10,1717.110768
10-06-05 4:15,1838.180235
10-06-05 4:20,1882.169226
10-06-05 4:25,1960.127188
10-06-05 4:30,2097.228089
10-06-05 4:35,2132.709445
10-06-05 4:40,2254.135403
10-06-05 4:45,2332.560122
10-06-05 4:50,2321.539896
10-06-05 4:55,2526.130966
10-06-05 5:00,2593.81862
10-06-05 5:05,2752.978853
10-06-05 5:10,2814.19468
10-06-05 5:15,2992.343081
10-06-05 5:20,3173.666982
10-06-05 5:25,3341.180231
10-06-05 5:30,3407.394513
10-06-05 5:35,3670.214482
10-06-05 5:40,3935.77733
10-06-05 5:45,4241.264882
10-06-05 5:50,4333.930459
10-06-05 5:55,4490.095761
10-06-05 6:00,4882.612395
10-06-05 6:05,5123.716777
10-06-05 6:10,5298.930152
10-06-05 6:15,5357.782878
10-06-05 6:20,5505.045389
10-06-05 6:25,5888.312971
10-06-05 6:30,5892.555784
10-06-05 6:35,5820.443013
10-06-05 6:40,6215.335985
10-06-05 6:45,6274.121273
10-06-05 6:50,6312.382164
10-06-05 6:55,6374.538244
10-06-05 7:00,6660.348813
10-06-05 7:05,6641.431955
10-06-05 7:10,6609.82887
10-06-05 7:15,6831.26384
10-06-05 7:20,6665.095835
10-06-05 7:25,6681.093278
10-06-05 7:30,7161.219511
10-06-05 7:35,7216.367263
10-06-05 7:40,7328.379352
